0.000000000000000000e+00;0.000000000000000000e+00;9.500000000000000000e+06;1.215000000000000000e+07;2.164999999999999858e+01;1.327552855573297030e+01;1.649490901377221874e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00
1.000000000000000000e+01;1.745329251994329478e-01;1.042033534163473174e+07;1.131270675962604582e+07;2.173304210126077862e+01;1.308797502577624705e+01;1.672658336251259925e+01;4.417885750554408020e+00;4.065936391539704346e+03;-3.699065875683618742e+03;3.668705158560856034e+02;3.122819211231112713e+05;3.067302424271918717e+05;5.551678695919399615e+03
2.000000000000000000e+01;3.490658503988658956e-01;1.131270675962604396e+07;1.042033534163472988e+07;2.173304210126077507e+01;1.294570320456718804e+01;1.688885493844781394e+01;4.434335672181810573e+00;3.957074411634340777e+03;-3.957074411634357602e+03;-1.682565198279917240e-11;3.134446974867791869e+05;3.078723472106956760e+05;5.572350276083510835e+03
3.000000000000000000e+01;5.235987755982988157e-01;1.215000000000000000e+07;9.500000000000000000e+06;2.164999999999999858e+01;1.285014484663361500e+01;1.697247154441514283e+01;4.455663267472839806e+00;3.730696735237543180e+03;-4.100704375478932889e+03;-3.700076402413897085e+02;3.149522562618296943e+05;3.093531049403824145e+05;5.599151321447279770e+03
4.000000000000000000e+01;6.981317007977317912e-01;1.290677433133865893e+07;8.579664658365268260e+06;2.148643898970392740e+01;1.280215621285020866e+01;1.697250724408756639e+01;4.481349315530022359e+00;3.391370131755189504e+03;-4.124344153292894589e+03;-7.329740215377050845e+02;3.167678958881715080e+05;3.111364665283518261e+05;5.631429359819681849e+03
5.000000000000000000e+01;8.726646259971647668e-01;1.356003554853058234e+07;7.687293240373956040e+06;2.124732878890453946e+01;1.280213590150467340e+01;1.688895991117291118e+01;4.510746219821386127e+00;2.946695566004386365e+03;-4.025261000380961832e+03;-1.078565434376575467e+03;3.188458404674371122e+05;3.131774698699994478e+05;5.668370597437664401e+03
6.000000000000000000e+01;1.047197551196597631e+00;1.408993464005752467e+07;6.850000000000000000e+06;2.093993464005752614e+01;1.285008407689705656e+01;1.672675149213369039e+01;4.543082628265999290e+00;2.407375357449986495e+03;-3.803892375107467160e+03;-1.396517017657480665e+03;3.211315663375636213e+05;3.154225606128273066e+05;5.709005724736314733e+03
7.000000000000000000e+01;1.221730476396030607e+00;1.448037089016531408e+07;6.093225668661342002e+06;2.057359655882665450e+01;1.294560249440304567e+01;1.649513092236703216e+01;4.577472356711404622e+00;1.787211141926466325e+03;-3.464113581971464100e+03;-1.676902440044997775e+03;3.235624328362017404e+05;3.178102117062809411e+05;5.752221129920799285e+03
8.000000000000000000e+01;1.396263401595463582e+00;1.471948109096470289e+07;5.439964451469417661e+06;2.015944554243411702e+01;1.308783532181787379e+01;1.620661313144869098e+01;4.612929012517755112e+00;1.102998382456446734e+03;-3.013447621537290615e+03;-1.910449239080843881e+03;3.260687159808978904e+05;3.202719387053946266e+05;5.796777275503263809e+03
9.000000000000000000e+01;1.570796326794896558e+00;1.480000000000000000e+07;4.910065359942474402e+06;1.971006535994247244e+01;1.327535135725855575e+01;1.587567500397948450e+01;4.648387497259276913e+00;3.742830900526320761e+02;-2.463176311862892362e+03;-2.088893221810260457e+03;3.285751284053947311e+05;3.227337926860012813e+05;5.841335719393449835e+03
1.000000000000000000e+02;1.745329251994329534e+00;1.471948109096470289e+07;4.519629109834684990e+06;1.923911020079938794e+01;1.350596985601189282e+01;1.551744673163880250e+01;4.682733100571914164e+00;-3.770485605615247664e+02;-1.828308752042920105e+03;-2.205357312604444814e+03;3.310028758823992102e+05;3.251183802070958191e+05;5.884495675303391181e+03
1.100000000000000000e+02;1.919862177193762509e+00;1.448037089016531408e+07;4.280518909035297111e+06;1.876088979920060851e+01;1.377653584165073930e+01;1.514659134500490190e+01;4.714838168376729755e+00;-1.127365901177182423e+03;-1.127365901177177875e+03;-2.254731802354360298e+03;3.332722492473889142e+05;3.273474091559944791e+05;5.924840091394435149e+03
1.200000000000000000e+02;2.094395102393195263e+00;1.408993464005752653e+07;4.200000000000000000e+06;1.828993464005752756e+01;1.408265750438530262e+01;1.477648450780614375e+01;4.743605374381066220e+00;-1.852075494364491306e+03;-3.819499296391355188e+02;-2.234025424003626995e+03;3.353056830805864302e+05;3.293446930537403096e+05;5.960990026846120600e+03
1.300000000000000000e+02;2.268928027592628460e+00;1.356003554853058234e+07;4.280518909035297111e+06;1.784055445756588298e+01;1.441842885141780428e+01;1.441872333840189668e+01;4.768015543094965558e+00;-2.526567104672371897e+03;3.839154097933463277e+02;-2.142651694879025399e+03;3.370311361165684066e+05;3.310394713685401948e+05;5.991664748028211761e+03
1.400000000000000000e+02;2.443460952792061214e+00;1.290677433133865893e+07;4.519629109834684990e+06;1.742640344117334550e+01;1.477617522590076860e+01;1.408292989901653947e+01;4.787176928016876332e+00;-3.127277026909397591e+03;1.144662836520312112e+03;-1.982614190389085479e+03;3.383855745137231424e+05;3.323698308604307822e+05;6.015743653292360250e+03
1.500000000000000000e+02;2.617993877991494411e+00;1.215000000000000000e+07;4.910065359942475334e+06;1.706006535994247386e+01;1.514627624987500809e+01;1.377678043272562469e+01;4.800372045421013922e+00;-3.632798344850278681e+03;1.874239260536444135e+03;-1.758559084313834546e+03;3.393182823393821018e+05;3.332859572133403271e+05;6.032325126041774638e+03
1.600000000000000000e+02;2.792526803190927165e+00;1.131270675962604582e+07;5.439964451469415799e+06;1.675267121109546054e+01;1.551713642956072547e+01;1.350618232719417300e+01;4.807097808108421688e+00;-4.024950500545633076e+03;2.547276761397799419e+03;-1.477673739147833658e+03;3.397936984573245281e+05;3.337529214890365838e+05;6.040776968287944328e+03
1.700000000000000000e+02;2.967059728390360362e+00;1.042033534163472988e+07;6.093225668661343865e+06;1.651356101029607260e+01;1.587538144320892819e+01;1.327552855573297208e+01;4.807094944334052933e+00;-4.289714131894264028e+03;3.140288694492827290e+03;-1.149425437401436739e+03;3.397934960290563176e+05;3.337527226594932145e+05;6.040773369563103188e+03
1.800000000000000000e+02;3.141592653589793116e+00;9.500000000000000000e+06;6.850000000000001863e+06;1.635000000000000142e+01;1.620634904897065809e+01;1.327552855573297030e+01;4.800363564902821345e+00;-4.417944241475747731e+03;3.632791927011789085e+03;-7.851523144639586462e+02;3.393176828869148158e+05;3.332853684178059921e+05;6.032314469108823687e+03
1.900000000000000000e+02;3.316125578789226314e+00;8.579664658365268260e+06;7.687293240373956040e+06;1.626695789873922493e+01;1.649490901377221874e+01;1.308797502577624705e+01;4.787163156458152713e+00;-4.405795439060114404e+03;4.008259351469653211e+03;-3.975360875904611930e+02;3.383846010596643900e+05;3.323688747122222558e+05;6.015726347442134283e+03
2.000000000000000000e+02;3.490658503988659067e+00;7.687293240373956040e+06;8.579664658365268260e+06;1.626695789873922493e+01;1.672658336251259925e+01;1.294570320456718804e+01;4.767997001714388006e+00;-4.254824245398193852e+03;4.254824245398193852e+03;0.000000000000000000e+00;3.370298255036929622e+05;3.310381840554495575e+05;5.991641448243404739e+03
2.100000000000000000e+02;3.665191429188092265e+00;6.850000000000000000e+06;9.499999999999998137e+06;1.634999999999999787e+01;1.688885493844781394e+01;1.285014484663361500e+01;4.743582749976066992e+00;-3.971769771709462475e+03;4.365686850771835452e+03;3.939170790623729772e+02;3.353040838557407842e+05;3.293431222595591098e+05;5.960961596181674395e+03
2.200000000000000000e+02;3.839724354387525018e+00;6.093225668661342002e+06;1.042033534163472801e+07;1.651356101029606904e+01;1.697247154441514283e+01;1.280215621285020866e+01;4.714812275944601616e+00;-3.568048907515271821e+03;4.339208366725093583e+03;7.711594592098217618e+02;3.332704190193332033e+05;3.273456114653269760e+05;5.924807554006227292e+03
2.300000000000000000e+02;4.014257279586957772e+00;5.439964451469417661e+06;1.131270675962604024e+07;1.675267121109545698e+01;1.697250724408756639e+01;1.280213590150467340e+01;4.682704842076681473e+00;-3.059029464885531070e+03;4.178711959958752232e+03;1.119682495073221162e+03;3.310008784072091803e+05;3.251164182425764157e+05;5.884460164632764645e+03
2.400000000000000000e+02;4.188790204786390525e+00;4.910065359942476265e+06;1.214999999999999627e+07;1.706006535994247386e+01;1.688895991117291118e+01;1.285008407689705656e+01;4.648357820068742541e+00;-2.463160585946580341e+03;3.892038581582975894e+03;1.428877995636395553e+03;3.285730306485497276e+05;3.227317322226120159e+05;5.841298425937711727e+03
2.500000000000000000e+02;4.363323129985823279e+00;4.519629109834686853e+06;1.290677433133865334e+07;1.742640344117334195e+01;1.672675149213369039e+01;1.294560249440304567e+01;4.612898870518013617e+00;-1.801042937131510371e+03;3.490923458269116054e+03;1.689880521137605683e+03;3.260665853686283226e+05;3.202698459706771537e+05;5.796739397951168939e+03
2.600000000000000000e+02;4.537856055185256920e+00;4.280518909035297111e+06;1.356003554853058606e+07;1.784055445756588298e+01;1.649513092236703216e+01;1.308783532181787379e+01;4.577442676294195323e+00;-1.094513237476400946e+03;2.990265774342244185e+03;1.895752536865843240e+03;3.235603348512765369e+05;3.178081510188662214e+05;5.752183832410315517e+03
2.700000000000000000e+02;4.712388980384689674e+00;4.200000000000000000e+06;1.408993464005752653e+07;1.828993464005752756e+01;1.620661313144869098e+01;1.327535135725855575e+01;4.543054280458796335e+00;-3.658017743506790111e+02;2.407360335972694429e+03;2.041558561622015532e+03;3.211295625492827967e+05;3.154205924474499188e+05;5.708970101832877845e+03
2.800000000000000000e+02;4.886921905584122428e+00;4.280518909035297111e+06;1.448037089016531408e+07;1.876088979920060851e+01;1.587567500397948450e+01;1.350596985601189282e+01;4.510719998950898812e+00;3.631982532792228540e+02;1.761148601676592307e+03;2.124346854955815161e+03;3.188439870234433911e+05;3.131756493761217571e+05;5.668337647321633995e+03
2.900000000000000000e+02;5.061454830783555181e+00;4.519629109834684990e+06;1.471948109096470289e+07;1.923911020079938794e+01;1.551744673163880250e+01;1.377653584165073930e+01;4.481325924088893409e+00;1.071530741556397743e+03;1.071530741556401836e+03;2.143061483112799579e+03;3.167662424447404337e+05;3.111348424794711173e+05;5.631399965269316453e+03
3.000000000000000000e+02;5.235987755982988823e+00;4.910065359942475334e+06;1.480000000000000000e+07;1.971006535994247244e+01;1.514659134500490190e+01;1.408265750438530262e+01;4.455643306352569333e+00;1.739644664350173571e+03;3.587635380779329921e+02;2.098408202428106506e+03;3.149508452934756642e+05;3.093517190559106530e+05;5.599126237565011252e+03
3.100000000000000000e+02;5.410520681182421576e+00;5.439964451469415799e+06;1.471948109096470289e+07;2.015944554243411702e+01;1.477648450780614375e+01;1.441842885141780428e+01;4.434319635149937433e+00;2.349741946206025659e+03;-3.570465793360697262e+02;1.992695366869955933e+03;3.134435638958705240e+05;3.078712337725145626e+05;5.572330123355961405e+03
3.200000000000000000e+02;5.585053606381854330e+00;6.093225668661340140e+06;1.448037089016531594e+07;2.057359655882665450e+01;1.441872333840189668e+01;1.477617522590076860e+01;4.417874021764736980e+00;2.886025760858613921e+03;-1.056358744450561517e+03;1.829667016408052405e+03;3.122810920638784883e+05;3.067294281067901175e+05;5.551663957088370807e+03
3.300000000000000000e+02;5.759586531581287083e+00;6.849999999999998137e+06;1.408993464005752653e+07;2.093993464005752614e+01;1.408292989901653947e+01;1.514627624987500809e+01;4.406695477538639771e+00;3.334874023427392331e+03;-1.720533657617140761e+03;1.614340365810251569e+03;3.114909273870651377e+05;3.059533108022573870e+05;5.537616584807750769e+03
3.400000000000000000e+02;5.934119456780720725e+00;7.687293240373956040e+06;1.356003554853058048e+07;2.124732878890453591e+01;1.377678043272562469e+01;1.551713642956072547e+01;4.401042824654762597e+00;3.684963407679742886e+03;-2.332108594555742911e+03;1.352854813123999975e+03;3.110913649262663675e+05;3.055608516742206411e+05;5.530513252045726404e+03
3.500000000000000000e+02;6.108652381980152590e+00;8.579664658365264535e+06;1.290677433133866452e+07;2.148643898970393096e+01;1.350618232719417300e+01;1.587538144320892819e+01;4.401045225059996291e+00;3.927366968130666464e+03;-2.875032160639362701e+03;1.052334807491303764e+03;3.110915346009026398e+05;3.055610183324189275e+05;5.530516268483712338e+03
3.600000000000000000e+02;6.283185307179586232e+00;9.499999999999998137e+06;1.214999999999999814e+07;2.164999999999999503e+01;1.327552855573297208e+01;1.620634904897065809e+01;4.406702624149670733e+00;4.055644165079464074e+03;-3.334879431799213307e+03;7.207647332802507663e+02;3.114914325511975330e+05;3.059538069856939255e+05;5.537625565503607504e+03
