0.000000000000000000e+00;0.000000000000000000e+00;9.500000000000000000e+06;1.215000000000000000e+07;2.164999999999999858e+01;7.853954707887959376e+04;1.327552855573297030e+01;1.649490901377221874e+01;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;0.000000000000000000e+00;1.308783532181787379e+01;1.649513092236703216e+01
1.000000000000000000e+01;1.745329251994329478e-01;1.042033534163473174e+07;1.131270675962604582e+07;2.173304210126077862e+01;7.966503587808918383e+04;1.308797502577624705e+01;1.672658336251259925e+01;1.221793810872214090e+04;-1.111551032210662015e+04;1.102427786615520745e+03;9.251343777162653860e+05;1.161313184506476158e+06;-2.361788067902107723e+05;1.327535135725855575e+01;1.620661313144869098e+01
2.000000000000000000e+01;3.490658503988658956e-01;1.131270675962604396e+07;1.042033534163472988e+07;2.173304210126077507e+01;8.054054565627274860e+04;1.294570320456718804e+01;1.688885493844781394e+01;1.184670224186358973e+04;-1.184670224186363885e+04;-4.911271389573812485e-11;9.150777759484915296e+05;1.172579569070496364e+06;-2.575017931220048340e+05;1.350596985601189282e+01;1.587567500397948450e+01
3.000000000000000000e+01;5.235987755982988157e-01;1.215000000000000000e+07;9.500000000000000000e+06;2.164999999999999858e+01;8.113947449184954166e+04;1.285014484663361500e+01;1.697247154441514283e+01;1.111551032210664380e+04;-1.221793810872211725e+04;-1.102427786615473451e+03;9.083231541045197519e+05;1.178385002544207033e+06;-2.700618484396872809e+05;1.377653584165073930e+01;1.551744673163880250e+01
4.000000000000000000e+01;6.981317007977317912e-01;1.290677433133865893e+07;8.579664658365268260e+06;2.148643898970392740e+01;8.144362423522316385e+04;1.280215621285020866e+01;1.697250724408756639e+01;1.004657924593209282e+04;-1.221793810872214090e+04;-2.171358862790048079e+03;9.049310376949736383e+05;1.178387481143653858e+06;-2.734564434486802202e+05;1.408265750438530262e+01;1.514659134500490190e+01
5.000000000000000000e+01;8.726646259971647668e-01;1.356003554853058234e+07;7.687293240373956040e+06;2.124732878890453946e+01;8.144375345034837665e+04;1.280213590150467340e+01;1.688895991117291118e+01;8.672387943184257892e+03;-1.184670224186358973e+04;-3.174314298679331841e+03;9.049296019706560764e+05;1.172586857242086902e+06;-2.676572552714308258e+05;1.441842885141780428e+01;1.477648450780614375e+01
6.000000000000000000e+01;1.047197551196597631e+00;1.408993464005752467e+07;6.850000000000000000e+06;2.093993464005752614e+01;8.113985821108902746e+04;1.285008407689705656e+01;1.672675149213369039e+01;7.034690521222883035e+03;-1.111551032210664380e+04;-4.080819800883760763e+03;9.083188585452522384e+05;1.161324857610387960e+06;-2.530059990651357220e+05;1.477617522590076860e+01;1.441872333840189668e+01
7.000000000000000000e+01;1.221730476396030607e+00;1.448037089016531408e+07;6.093225668661342002e+06;2.057359655882665450e+01;8.054117222051158024e+04;1.294560249440304567e+01;1.649513092236703216e+01;5.183247587499258771e+03;-1.004657924593208008e+04;-4.863331658432821314e+03;9.150706571669497062e+05;1.145243628369288752e+06;-2.301729712023390457e+05;1.514627624987500809e+01;1.408292989901653947e+01
8.000000000000000000e+01;1.396263401595463582e+00;1.471948109096470289e+07;5.439964451469417661e+06;2.015944554243411702e+01;7.966588624948999495e+04;1.308783532181787379e+01;1.620661313144869098e+01;3.174314298679331387e+03;-8.672387943184270625e+03;-5.498073644504938784e+03;9.251245026260135928e+05;1.125212070979685523e+06;-2.000875683536719298e+05;1.551713642956072547e+01;1.377678043272562469e+01
9.000000000000000000e+01;1.570796326794896558e+00;1.480000000000000000e+07;4.910065359942474402e+06;1.971006535994247244e+01;7.854059541933771106e+04;1.327535135725855575e+01;1.587567500397948450e+01;1.068931076174552345e+03;-7.034690521222894859e+03;-5.965759445048342968e+03;9.383792292294475483e+05;1.102235303856567480e+06;-1.638560746271199314e+05;1.587538144320892819e+01;1.350618232719417300e+01
1.000000000000000000e+02;1.745329251994329534e+00;1.471948109096470289e+07;4.519629109834684990e+06;1.923911020079938794e+01;7.719949112250424514e+04;1.350596985601189282e+01;1.551744673163880250e+01;-1.068931076174552345e+03;-5.183247587499258771e+03;-6.252178663673810661e+03;9.546806892271811375e+05;1.077363803998169722e+06;-1.226831147709885845e+05;1.620634904897065809e+01;1.327552855573297208e+01
1.100000000000000000e+02;1.919862177193762509e+00;1.448037089016531408e+07;4.280518909035297111e+06;1.876088979920060851e+01;7.568332213441739441e+04;1.377653584165073930e+01;1.514659134500490190e+01;-3.174314298679331387e+03;-3.174314298679318654e+03;-6.348628597358650040e+03;9.738058704918310978e+05;1.051615613784475019e+06;-7.780974329264392145e+04;1.649490901377221874e+01;1.327552855573297030e+01
1.200000000000000000e+02;2.094395102393195263e+00;1.408993464005752653e+07;4.200000000000000000e+06;1.828993464005752756e+01;7.403815648256163695e+04;1.408265750438530262e+01;1.477648450780614375e+01;-5.183247587499234214e+03;-1.068931076174552345e+03;-6.252178663673787014e+03;9.954443343032037374e+05;1.025919394753982779e+06;-3.047506045077904128e+04;1.672658336251259925e+01;1.308797502577624705e+01
1.300000000000000000e+02;2.268928027592628460e+00;1.356003554853058234e+07;4.280518909035297111e+06;1.784055445756588298e+01;7.231398169277458510e+04;1.441842885141780428e+01;1.441872333840189668e+01;-7.034690521222906682e+03;1.068931076174552345e+03;-5.965759445048353882e+03;1.019178610658414196e+06;1.001080325475509628e+06;1.809828518290456850e+04;1.688885493844781394e+01;1.294570320456718804e+01
1.400000000000000000e+02;2.443460952792061214e+00;1.290677433133865893e+07;4.519629109834684990e+06;1.742640344117334550e+01;7.056318594356943504e+04;1.477617522590076860e+01;1.408292989901653947e+01;-8.672387943184257892e+03;3.174314298679318654e+03;-5.498073644504938784e+03;1.044466210068233311e+06;9.777664579642898170e+05;6.669975210394349415e+04;1.697247154441514283e+01;1.285014484663361500e+01
1.500000000000000000e+02;2.617993877991494411e+00;1.215000000000000000e+07;4.910065359942475334e+06;1.706006535994247386e+01;6.883896627784035809e+04;1.514627624987500809e+01;1.377678043272562469e+01;-1.004657924593209282e+04;5.183247587499271503e+03;-4.863331658432821314e+03;1.070627108131702291e+06;9.565107475823309505e+05;1.141163605493713403e+05;1.697250724408756639e+01;1.280215621285020866e+01
1.600000000000000000e+02;2.792526803190927165e+00;1.131270675962604582e+07;5.439964451469415799e+06;1.675267121109546054e+01;6.719371223763329908e+04;1.551713642956072547e+01;1.350618232719417300e+01;-1.111551032210662015e+04;7.034690521222857569e+03;-4.080819800883762582e+03;1.096841667746736435e+06;9.377233394879533444e+05;1.591183282587830909e+05;1.688895991117291118e+01;1.280213590150467340e+01
1.700000000000000000e+02;2.967059728390360362e+00;1.042033534163472988e+07;6.093225668661343865e+06;1.651356101029607260e+01;6.567741403442120645e+04;1.587538144320892819e+01;1.327552855573297208e+01;-1.184670224186363885e+04;8.672387943184319738e+03;-3.174314298679319108e+03;1.122164513879820937e+06;9.217092342729957309e+05;2.004552796068252064e+05;1.672675149213369039e+01;1.285008407689705656e+01
1.800000000000000000e+02;3.141592653589793116e+00;9.500000000000000000e+06;6.850000000000001863e+06;1.635000000000000142e+01;6.433614362182479817e+04;1.620634904897065809e+01;1.327552855573297030e+01;-1.221793810872211725e+04;1.004657924593208008e+04;-2.171358862790037165e+03;1.145559233796201646e+06;9.217092342729956144e+05;2.238499995232060319e+05;1.649513092236703216e+01;1.308783532181787379e+01
1.900000000000000000e+02;3.316125578789226314e+00;8.579664658365268260e+06;7.687293240373956040e+06;1.626695789873922493e+01;6.321065482261520810e+04;1.649490901377221874e+01;1.308797502577624705e+01;-1.221793810872214090e+04;1.111551032210662015e+04;-1.102427786615520745e+03;1.165956334412970813e+06;9.086875440437990474e+05;2.572687903691717656e+05;1.620661313144869098e+01;1.327535135725855575e+01
2.000000000000000000e+02;3.490658503988659067e+00;7.687293240373956040e+06;8.579664658365268260e+06;1.626695789873922493e+01;6.233514504443163605e+04;1.672658336251259925e+01;1.294570320456718804e+01;-1.184670224186358973e+04;1.184670224186358973e+04;0.000000000000000000e+00;1.182332428043393884e+06;8.988097263106137980e+05;2.835227017327800859e+05;1.587567500397948450e+01;1.350596985601189282e+01
2.100000000000000000e+02;3.665191429188092265e+00;6.850000000000000000e+06;9.499999999999998137e+06;1.634999999999999787e+01;6.173621620885484299e+04;1.688885493844781394e+01;1.285014484663361500e+01;-1.111551032210664380e+04;1.221793810872211725e+04;1.102427786615473451e+03;1.193802729073782684e+06;8.921751866348806070e+05;3.016275424389020773e+05;1.551744673163880250e+01;1.377653584165073930e+01
2.200000000000000000e+02;3.839724354387525018e+00;6.093225668661342002e+06;1.042033534163472801e+07;1.651356101029606904e+01;6.143206646548123535e+04;1.697247154441514283e+01;1.280215621285020866e+01;-1.004657924593208008e+04;1.221793810872211725e+04;2.171358862790037165e+03;1.199713238268366316e+06;8.888433745181262493e+05;3.108698637502400670e+05;1.514659134500490190e+01;1.408265750438530262e+01
2.300000000000000000e+02;4.014257279586957772e+00;5.439964451469417661e+06;1.131270675962604024e+07;1.675267121109545698e+01;6.143193725035600073e+04;1.697250724408756639e+01;1.280213590150467340e+01;-8.672387943184270625e+03;1.184670224186358973e+04;3.174314298679319108e+03;1.199715761729342164e+06;8.888419643177969847e+05;3.108737974115451798e+05;1.477648450780614375e+01;1.441842885141780428e+01
2.400000000000000000e+02;4.188790204786390525e+00;4.910065359942476265e+06;1.214999999999999627e+07;1.706006535994247386e+01;6.173583248961536447e+04;1.688895991117291118e+01;1.285008407689705656e+01;-7.034690521222870302e+03;1.111551032210664380e+04;4.080819800883773496e+03;1.193810149157983484e+06;8.921709674411126180e+05;3.016391817168708658e+05;1.441872333840189668e+01;1.477617522590076860e+01
2.500000000000000000e+02;4.363323129985823279e+00;4.519629109834686853e+06;1.290677433133865334e+07;1.742640344117334195e+01;6.233451848019280442e+04;1.672675149213369039e+01;1.294560249440304567e+01;-5.183247587499258771e+03;1.004657924593206735e+04;4.863331658432808581e+03;1.182344312425208511e+06;8.988027340851904592e+05;2.835415783400180517e+05;1.408292989901653947e+01;1.514627624987500809e+01
2.600000000000000000e+02;4.537856055185256920e+00;4.280518909035297111e+06;1.356003554853058606e+07;1.784055445756588298e+01;6.320980445121440425e+04;1.649513092236703216e+01;1.308783532181787379e+01;-3.174314298679343210e+03;8.672387943184381584e+03;5.498073644505038828e+03;1.165972020206179237e+06;9.086778445107102161e+05;2.572941756954690209e+05;1.377678043272562469e+01;1.551713642956072547e+01
2.700000000000000000e+02;4.712388980384689674e+00;4.200000000000000000e+06;1.408993464005752653e+07;1.828993464005752756e+01;6.433509528136668814e+04;1.620661313144869098e+01;1.327535135725855575e+01;-1.068931076174552345e+03;7.034690521222857569e+03;5.965759445048304769e+03;1.145577900685349945e+06;9.216969315259162104e+05;2.238809691594337346e+05;1.350618232719417300e+01;1.587538144320892819e+01
2.800000000000000000e+02;4.886921905584122428e+00;4.280518909035297111e+06;1.448037089016531408e+07;1.876088979920060851e+01;6.567619957820014679e+04;1.587567500397948450e+01;1.350596985601189282e+01;1.068931076174552345e+03;5.183247587499234214e+03;6.252178663673787014e+03;1.122185264466543216e+06;9.377085877852318808e+05;1.844766766813113354e+05;1.327552855573297208e+01;1.620634904897065809e+01
2.900000000000000000e+02;5.061454830783555181e+00;4.519629109834684990e+06;1.471948109096470289e+07;1.923911020079938794e+01;6.719236856628699752e+04;1.551744673163880250e+01;1.377653584165073930e+01;3.174314298679318654e+03;3.174314298679331387e+03;6.348628597358650040e+03;1.096863601706675952e+06;9.564937658213865943e+05;1.403698358852893580e+05;1.327552855573297030e+01;1.649490901377221874e+01
3.000000000000000000e+02;5.235987755982988823e+00;4.910065359942475334e+06;1.480000000000000000e+07;1.971006535994247244e+01;6.883753421814276953e+04;1.514659134500490190e+01;1.408265750438530262e+01;5.183247587499271503e+03;1.068931076174552345e+03;6.252178663673823394e+03;1.070649380892487941e+06;9.777475458248654613e+05;9.290183506762247998e+04;1.308797502577624705e+01;1.672658336251259925e+01
3.100000000000000000e+02;5.410520681182421576e+00;5.439964451469415799e+06;1.471948109096470289e+07;2.015944554243411702e+01;7.056170900792980683e+04;1.477648450780614375e+01;1.441842885141780428e+01;7.034690521222857569e+03;-1.068931076174552345e+03;5.965759445048304769e+03;1.044488071916418732e+06;1.001059879481855081e+06;4.342819243456365075e+04;1.294570320456718804e+01;1.688885493844781394e+01
3.200000000000000000e+02;5.585053606381854330e+00;6.093225668661340140e+06;1.448037089016531594e+07;2.057359655882665450e+01;7.231250475713495689e+04;1.441872333840189668e+01;1.477617522590076860e+01;8.672387943184270625e+03;-3.174314298679306376e+03;5.498073644504964250e+03;1.019199426715308917e+06;1.025897921560883056e+06;-6.698494845574139617e+03;1.285014484663361500e+01;1.697247154441514283e+01
3.300000000000000000e+02;5.759586531581287083e+00;6.849999999999998137e+06;1.408993464005752653e+07;2.093993464005752614e+01;7.403672442286403384e+04;1.408292989901653947e+01;1.514627624987500809e+01;1.004657924593208008e+04;-5.183247587499258771e+03;4.863331658432821314e+03;9.954635887438002974e+05;1.051593736983888084e+06;-5.613014824008778669e+04;1.280215621285020866e+01;1.697250724408756639e+01
3.400000000000000000e+02;5.934119456780720725e+00;7.687293240373956040e+06;1.356003554853058048e+07;2.124732878890453591e+01;7.568197846307109285e+04;1.377678043272562469e+01;1.551713642956072547e+01;1.111551032210666926e+04;-7.034690521222932148e+03;4.080819800883737116e+03;9.738231596149699762e+05;1.077342259975302499e+06;-1.035191003603325225e+05;1.280213590150467340e+01;1.688895991117291118e+01
3.500000000000000000e+02;6.108652381980152590e+00;8.579664658365264535e+06;1.290677433133866452e+07;2.148643898970393096e+01;7.719827666628317093e+04;1.350618232719417300e+01;1.587538144320892819e+01;1.184670224186353880e+04;-8.672387943184159667e+03;3.174314298679379135e+03;9.546957079290517140e+05;1.102214922169171274e+06;-1.475192142401195597e+05;1.285008407689705656e+01;1.672675149213369039e+01
3.600000000000000000e+02;6.283185307179586232e+00;9.499999999999998137e+06;1.214999999999999814e+07;2.164999999999999503e+01;7.853954707887957920e+04;1.327552855573297208e+01;1.620634904897065809e+01;1.221793810872216636e+04;-1.004657924593219104e+04;2.171358862789975319e+03;9.383917546506864019e+05;1.125193735946350265e+06;-1.868019812956638634e+05;1.294560249440304567e+01;1.649513092236703216e+01
